candidate_id,game,derivative_type,market_ticker,original_label,replayed_label,process_grade,inning,proposed_side,entry_price_cents,situational_score,situational_label,market_expression_score,market_expression_grade,execution_score,conservative_net_edge_cents,paper_take_eligible_from_execution_model,funnel_stage,final_decision,failed_reason,near_miss_type,settlement_result,paper_net_pnl_cents,outcome_bucket
912,MIN@TEX,fg_total,KXMLBTOTAL-26JUN152005MINTEX-8,blocked,blocked,questionable_process,9,NO,45,17,bad_read,20,weak,100,66,True,RAW_CANDIDATE,suppress,bad_situational_read,bad_read_but_would_have_won,win,52,suppress_won
913,DET@HOU,fg_total,KXMLBTOTAL-26JUN152010DETHOU-7,watch,watch,questionable_process,6,NO,28,5,bad_read,20,weak,100,88,True,RAW_CANDIDATE,suppress,bad_situational_read,,unknown,,no_outcome
914,DET@HOU,team_total,KXMLBTEAMTOTAL-26JUN152010DETHOU-HOU2,watch,suppress,bad_process,6,YES,87,23,bad_read,20,weak,41,9,True,RAW_CANDIDATE,suppress,bad_situational_read,,unknown,,no_outcome
915,MIN@TEX,fg_total,KXMLBTOTAL-26JUN152005MINTEX-8,blocked,blocked,questionable_process,9,NO,45,17,bad_read,20,weak,100,66,True,RAW_CANDIDATE,suppress,bad_situational_read,bad_read_but_would_have_won,win,52,suppress_won
916,TB@LAD,team_total,KXMLBTEAMTOTAL-26JUN152210TBLAD-LAD6,watch,observe,bad_process,1,YES,42,50,interesting_read,3,weak,96,47,True,SITUATIONAL_READ,observe,weak_market_expression,,unknown,,no_outcome
917,PIT@ATH,team_total,KXMLBTEAMTOTAL-26JUN152140PITATH-PIT3,watch,observe,bad_process,2,YES,79,50,interesting_read,20,weak,49,14,True,SITUATIONAL_READ,observe,weak_market_expression,good_read_bad_price,unknown,,no_outcome
918,DET@HOU,fg_total,KXMLBTOTAL-26JUN152010DETHOU-7,watch,watch,questionable_process,7,NO,28,5,bad_read,20,weak,100,88,True,RAW_CANDIDATE,suppress,bad_situational_read,,unknown,,no_outcome
919,DET@HOU,fg_total,KXMLBTOTAL-26JUN152010DETHOU-7,blocked,blocked,questionable_process,7,NO,28,16,bad_read,20,weak,100,88,True,RAW_CANDIDATE,suppress,bad_situational_read,,unknown,,no_outcome
920,TB@LAD,team_total,KXMLBTEAMTOTAL-26JUN152210TBLAD-LAD6,watch,observe,bad_process,1,YES,42,50,interesting_read,3,weak,96,47,True,SITUATIONAL_READ,observe,weak_market_expression,,unknown,,no_outcome
921,DET@HOU,fg_total,KXMLBTOTAL-26JUN152010DETHOU-7,watch,watch,questionable_process,7,NO,28,5,bad_read,20,weak,100,88,True,RAW_CANDIDATE,suppress,bad_situational_read,,unknown,,no_outcome
922,PIT@ATH,team_total,KXMLBTEAMTOTAL-26JUN152140PITATH-PIT3,watch,observe,bad_process,3,YES,79,50,interesting_read,20,weak,49,14,True,SITUATIONAL_READ,observe,weak_market_expression,good_read_bad_price,unknown,,no_outcome
923,DET@HOU,fg_total,KXMLBTOTAL-26JUN152010DETHOU-7,watch,watch,questionable_process,7,NO,28,5,bad_read,20,weak,100,88,True,RAW_CANDIDATE,suppress,bad_situational_read,,unknown,,no_outcome
924,PIT@ATH,team_total,KXMLBTEAMTOTAL-26JUN152140PITATH-PIT3,blocked,blocked,questionable_process,3,YES,79,61,strong_read,20,weak,49,14,True,SITUATIONAL_READ,observe,weak_market_expression,good_read_bad_price,unknown,,no_outcome
925,TB@LAD,team_total,KXMLBTEAMTOTAL-26JUN152210TBLAD-LAD6,watch,observe,bad_process,2,YES,42,50,interesting_read,3,weak,96,47,True,SITUATIONAL_READ,observe,weak_market_expression,,unknown,,no_outcome
926,TB@LAD,team_total,KXMLBTEAMTOTAL-26JUN152210TBLAD-LAD6,blocked,blocked,sound_process,2,YES,42,61,strong_read,3,weak,96,47,True,SITUATIONAL_READ,observe,weak_market_expression,,unknown,,no_outcome
927,DET@HOU,fg_total,KXMLBTOTAL-26JUN152010DETHOU-7,blocked,blocked,questionable_process,7,NO,28,16,bad_read,20,weak,100,88,True,RAW_CANDIDATE,suppress,bad_situational_read,,unknown,,no_outcome
928,TB@LAD,team_total,KXMLBTEAMTOTAL-26JUN152210TBLAD-LAD6,blocked,blocked,sound_process,2,YES,42,61,strong_read,3,weak,96,47,True,SITUATIONAL_READ,observe,weak_market_expression,,unknown,,no_outcome
929,PIT@ATH,team_total,KXMLBTEAMTOTAL-26JUN152140PITATH-PIT3,watch,observe,bad_process,3,YES,79,50,interesting_read,20,weak,49,14,True,SITUATIONAL_READ,observe,weak_market_expression,good_read_bad_price,unknown,,no_outcome
930,TB@LAD,team_total,KXMLBTEAMTOTAL-26JUN152210TBLAD-LAD6,watch,observe,bad_process,2,YES,42,50,interesting_read,3,weak,96,47,True,SITUATIONAL_READ,observe,weak_market_expression,,unknown,,no_outcome
931,TB@LAD,team_total,KXMLBTEAMTOTAL-26JUN152210TBLAD-LAD6,watch,observe,bad_process,2,YES,42,50,interesting_read,3,weak,96,47,True,SITUATIONAL_READ,observe,weak_market_expression,,unknown,,no_outcome
932,TB@LAD,team_total,KXMLBTEAMTOTAL-26JUN152210TBLAD-LAD6,blocked,blocked,sound_process,2,YES,42,61,strong_read,3,weak,96,47,True,SITUATIONAL_READ,observe,weak_market_expression,,unknown,,no_outcome
933,DET@HOU,fg_total,KXMLBTOTAL-26JUN152010DETHOU-7,blocked,blocked,questionable_process,8,NO,28,5,bad_read,20,weak,100,88,True,RAW_CANDIDATE,suppress,bad_situational_read,,unknown,,no_outcome
934,PIT@ATH,team_total,KXMLBTEAMTOTAL-26JUN152140PITATH-PIT3,watch,observe,bad_process,4,YES,79,55,interesting_read,20,weak,49,14,True,SITUATIONAL_READ,observe,weak_market_expression,good_read_bad_price,unknown,,no_outcome
935,DET@HOU,fg_total,KXMLBTOTAL-26JUN152010DETHOU-7,blocked,blocked,questionable_process,8,NO,28,16,bad_read,20,weak,100,88,True,RAW_CANDIDATE,suppress,bad_situational_read,,unknown,,no_outcome
936,PIT@ATH,team_total,KXMLBTEAMTOTAL-26JUN152140PITATH-PIT3,blocked,blocked,questionable_process,4,YES,79,66,strong_read,20,weak,49,14,True,SITUATIONAL_READ,observe,weak_market_expression,good_read_bad_price,unknown,,no_outcome
937,DET@HOU,fg_total,KXMLBTOTAL-26JUN152010DETHOU-7,blocked,blocked,questionable_process,8,NO,28,5,bad_read,20,weak,100,88,True,RAW_CANDIDATE,suppress,bad_situational_read,,unknown,,no_outcome
938,DET@HOU,fg_total,KXMLBTOTAL-26JUN152010DETHOU-7,blocked,blocked,questionable_process,8,NO,28,16,bad_read,20,weak,100,88,True,RAW_CANDIDATE,suppress,bad_situational_read,,unknown,,no_outcome
939,PIT@ATH,team_total,KXMLBTEAMTOTAL-26JUN152140PITATH-PIT3,blocked,blocked,questionable_process,4,YES,79,66,strong_read,20,weak,49,14,True,SITUATIONAL_READ,observe,weak_market_expression,good_read_bad_price,unknown,,no_outcome
940,PIT@ATH,team_total,KXMLBTEAMTOTAL-26JUN152140PITATH-PIT3,watch,observe,bad_process,4,YES,79,55,interesting_read,20,weak,49,14,True,SITUATIONAL_READ,observe,weak_market_expression,good_read_bad_price,unknown,,no_outcome
941,DET@HOU,fg_total,KXMLBTOTAL-26JUN152010DETHOU-7,blocked,blocked,questionable_process,9,NO,28,0,bad_read,20,weak,100,88,True,RAW_CANDIDATE,suppress,bad_situational_read,,unknown,,no_outcome
942,PIT@ATH,team_total,KXMLBTEAMTOTAL-26JUN152140PITATH-PIT3,blocked,blocked,questionable_process,4,YES,79,66,strong_read,20,weak,49,14,True,SITUATIONAL_READ,observe,weak_market_expression,good_read_bad_price,unknown,,no_outcome
943,DET@HOU,fg_total,KXMLBTOTAL-26JUN152010DETHOU-7,blocked,blocked,questionable_process,9,NO,28,0,bad_read,20,weak,100,88,True,RAW_CANDIDATE,suppress,bad_situational_read,,unknown,,no_outcome
944,PIT@ATH,team_total,KXMLBTEAMTOTAL-26JUN152140PITATH-PIT3,watch,observe,bad_process,4,YES,79,55,interesting_read,20,weak,49,14,True,SITUATIONAL_READ,observe,weak_market_expression,good_read_bad_price,unknown,,no_outcome
945,PIT@ATH,team_total,KXMLBTEAMTOTAL-26JUN152140PITATH-PIT3,blocked,blocked,questionable_process,4,YES,79,66,strong_read,20,weak,49,14,True,SITUATIONAL_READ,observe,weak_market_expression,good_read_bad_price,unknown,,no_outcome
946,DET@HOU,fg_total,KXMLBTOTAL-26JUN152010DETHOU-7,blocked,blocked,questionable_process,9,NO,28,0,bad_read,20,weak,100,88,True,RAW_CANDIDATE,suppress,bad_situational_read,,unknown,,no_outcome
947,PIT@ATH,team_total,KXMLBTEAMTOTAL-26JUN152140PITATH-PIT3,watch,observe,bad_process,5,YES,79,55,interesting_read,20,weak,49,14,True,SITUATIONAL_READ,observe,weak_market_expression,good_read_bad_price,unknown,,no_outcome
948,PIT@ATH,team_total,KXMLBTEAMTOTAL-26JUN152140PITATH-PIT3,watch,observe,bad_process,5,YES,79,55,interesting_read,20,weak,49,14,True,SITUATIONAL_READ,observe,weak_market_expression,good_read_bad_price,unknown,,no_outcome
949,PIT@ATH,team_total,KXMLBTEAMTOTAL-26JUN152140PITATH-PIT3,blocked,blocked,questionable_process,5,YES,79,66,strong_read,20,weak,49,14,True,SITUATIONAL_READ,observe,weak_market_expression,good_read_bad_price,unknown,,no_outcome
950,PIT@ATH,team_total,KXMLBTEAMTOTAL-26JUN152140PITATH-PIT3,blocked,blocked,questionable_process,5,YES,79,66,strong_read,20,weak,49,14,True,SITUATIONAL_READ,observe,weak_market_expression,good_read_bad_price,unknown,,no_outcome
951,PIT@ATH,team_total,KXMLBTEAMTOTAL-26JUN152140PITATH-PIT3,watch,observe,bad_process,5,YES,79,55,interesting_read,20,weak,49,14,True,SITUATIONAL_READ,observe,weak_market_expression,good_read_bad_price,unknown,,no_outcome
952,PIT@ATH,team_total,KXMLBTEAMTOTAL-26JUN152140PITATH-PIT3,watch,observe,bad_process,6,YES,79,55,interesting_read,20,weak,49,14,True,SITUATIONAL_READ,observe,weak_market_expression,good_read_bad_price,unknown,,no_outcome
953,PIT@ATH,team_total,KXMLBTEAMTOTAL-26JUN152140PITATH-PIT3,blocked,blocked,questionable_process,6,YES,79,66,strong_read,20,weak,49,14,True,SITUATIONAL_READ,observe,weak_market_expression,good_read_bad_price,unknown,,no_outcome
954,PIT@ATH,team_total,KXMLBTEAMTOTAL-26JUN152140PITATH-PIT3,watch,observe,bad_process,6,YES,79,55,interesting_read,20,weak,49,14,True,SITUATIONAL_READ,observe,weak_market_expression,good_read_bad_price,unknown,,no_outcome
955,PIT@ATH,team_total,KXMLBTEAMTOTAL-26JUN152140PITATH-PIT3,blocked,blocked,questionable_process,6,YES,79,66,strong_read,20,weak,49,14,True,SITUATIONAL_READ,observe,weak_market_expression,good_read_bad_price,unknown,,no_outcome
